ncbi_gene_id,gene_symbol,association_type,disease_id
157657,CFAP418,UNKNOWN,ORPHA:791
10594,PRPF8,UNKNOWN,ORPHA:791
84100,ARL6,UNKNOWN,ORPHA:791
6295,SAG,UNKNOWN,ORPHA:791
79947,DHDDS,UNKNOWN,ORPHA:791
50945,TBX22,UNKNOWN,ORPHA:324601
6521,SLC4A1,UNKNOWN,ORPHA:398088
2200,FBN1,UNKNOWN,ORPHA:284979
6916,TBXAS1,UNKNOWN,ORPHA:1802
2908,NR3C1,UNKNOWN,ORPHA:786
5308,PITX2,UNKNOWN,ORPHA:782
2296,FOXC1,UNKNOWN,ORPHA:782
2099,ESR1,UNKNOWN,ORPHA:785
3028,HSD17B10,UNKNOWN,ORPHA:391457
51244,CCDC174,UNKNOWN,ORPHA:467176
55624,POMGNT1,UNKNOWN,ORPHA:206564
57104,PNPLA2,UNKNOWN,ORPHA:565612
6492,SIM1,UNKNOWN,ORPHA:398079
3930,LBR,UNKNOWN,ORPHA:779
51114,ZDHHC9,UNKNOWN,ORPHA:776
65109,UPF3B,UNKNOWN,ORPHA:776
9968,MED12,UNKNOWN,ORPHA:776
4204,MECP2,UNKNOWN,ORPHA:778
139411,PTCHD1,UNKNOWN,ORPHA:777
186,AGTR2,UNKNOWN,ORPHA:777
23096,IQSEC2,UNKNOWN,ORPHA:777
79868,ALG13,UNKNOWN,ORPHA:777
7552,ZNF711,UNKNOWN,ORPHA:777
7102,TSPAN7,UNKNOWN,ORPHA:777
11141,IL1RAPL1,UNKNOWN,ORPHA:777
9968,MED12,UNKNOWN,ORPHA:777
84679,SLC9A7,UNKNOWN,ORPHA:777
9758,FRMPD4,UNKNOWN,ORPHA:777
170302,ARX,UNKNOWN,ORPHA:777
2664,GDI1,UNKNOWN,ORPHA:777
9459,ARHGEF6,UNKNOWN,ORPHA:777
8239,USP9X,UNKNOWN,ORPHA:777
389856,USP27X,UNKNOWN,ORPHA:777
24140,FTSJ1,UNKNOWN,ORPHA:777
2182,ACSL4,UNKNOWN,ORPHA:777
63932,STEEP1,UNKNOWN,ORPHA:777
6855,SYP,UNKNOWN,ORPHA:777
4204,MECP2,UNKNOWN,ORPHA:777
11043,MID2,UNKNOWN,ORPHA:777
347344,ZNF81,UNKNOWN,ORPHA:777
5063,PAK3,UNKNOWN,ORPHA:777
1756,DMD,UNKNOWN,ORPHA:777
6197,RPS6KA3,UNKNOWN,ORPHA:777
22866,CNKSR2,UNKNOWN,ORPHA:777
1183,CLCN4,UNKNOWN,ORPHA:777
65109,UPF3B,UNKNOWN,ORPHA:777
1741,DLG3,UNKNOWN,ORPHA:777
7592,ZNF41,UNKNOWN,ORPHA:777
116442,RAB39B,UNKNOWN,ORPHA:777
3054,HCFC1,UNKNOWN,ORPHA:777
1297,COL9A1,UNKNOWN,ORPHA:166002
1298,COL9A2,UNKNOWN,ORPHA:166002
1299,COL9A3,UNKNOWN,ORPHA:166002
678,ZFP36L2,UNKNOWN,ORPHA:400025
212,ALAS2,UNKNOWN,ORPHA:443197
347733,TUBB2B,UNKNOWN,ORPHA:467166
7846,TUBA1A,UNKNOWN,ORPHA:467166
10381,TUBB3,UNKNOWN,ORPHA:467166
84340,GFM2,UNKNOWN,ORPHA:565624
79803,HPS6,UNKNOWN,ORPHA:231512
84343,HPS3,UNKNOWN,ORPHA:231512
11234,HPS5,UNKNOWN,ORPHA:231512
3549,IHH,UNKNOWN,ORPHA:63446
8200,GDF5,UNKNOWN,ORPHA:63442
54551,MAGEL2,UNKNOWN,ORPHA:398069
859,CAV3,UNKNOWN,ORPHA:206599
2632,GBE1,UNKNOWN,ORPHA:206583
57449,PLEKHG5,UNKNOWN,ORPHA:206580
30061,SLC40A1,UNKNOWN,ORPHA:648562
4763,NF1,UNKNOWN,ORPHA:97685
26040,SETBP1,UNKNOWN,ORPHA:798
56244,BTNL2,UNKNOWN,ORPHA:797
3123,HLA-DRB1,UNKNOWN,ORPHA:797
3028,HSD17B10,UNKNOWN,ORPHA:391428
11285,B4GALT7,UNKNOWN,ORPHA:75496
1311,COMP,UNKNOWN,ORPHA:750
2316,FLNA,UNKNOWN,ORPHA:75497
3293,HSD17B3,UNKNOWN,ORPHA:752
410,ARSA,UNKNOWN,ORPHA:751
9757,KMT2B,UNKNOWN,ORPHA:589618
4023,LPL,UNKNOWN,ORPHA:309015
55975,KLHL7,UNKNOWN,ORPHA:603689
55975,KLHL7,UNKNOWN,ORPHA:603684
3123,HLA-DRB1,UNKNOWN,ORPHA:747
4233,MET,UNKNOWN,ORPHA:319298
4286,MITF,UNKNOWN,ORPHA:319298
3032,HADHB,UNKNOWN,ORPHA:746
3030,HADHA,UNKNOWN,ORPHA:746
3818,KLKB1,UNKNOWN,ORPHA:749
5627,PROS1,UNKNOWN,ORPHA:743
5184,PEPD,UNKNOWN,ORPHA:742
5624,PROC,UNKNOWN,ORPHA:745
5728,PTEN,UNKNOWN,ORPHA:744
207,AKT1,UNKNOWN,ORPHA:744
10283,CWC27,UNKNOWN,ORPHA:166035
9829,DNAJC6,UNKNOWN,ORPHA:391411
5420,PODXL,UNKNOWN,ORPHA:391411
8867,SYNJ1,UNKNOWN,ORPHA:391411
8642,DCHS1,UNKNOWN,ORPHA:741
4000,LMNA,UNKNOWN,ORPHA:740
10269,ZMPSTE24,UNKNOWN,ORPHA:740
387,RHOA,UNKNOWN,ORPHA:589608
89781,HPS4,UNKNOWN,ORPHA:231500
3257,HPS1,UNKNOWN,ORPHA:231500
444,ASPH,UNKNOWN,ORPHA:412022
10654,PMVK,UNKNOWN,ORPHA:735
4598,MVK,UNKNOWN,ORPHA:735
93587,TRMT10A,UNKNOWN,ORPHA:391408
84919,PPP1R15B,UNKNOWN,ORPHA:391408
199221,DZIP1L,UNKNOWN,ORPHA:731
5314,PKHD1,UNKNOWN,ORPHA:731
8328,GFI1B,UNKNOWN,ORPHA:734
55670,PEX26,UNKNOWN,ORPHA:772
5824,PEX19,UNKNOWN,ORPHA:772
5828,PEX2,UNKNOWN,ORPHA:772
8504,PEX3,UNKNOWN,ORPHA:772
9409,PEX16,UNKNOWN,ORPHA:772
5190,PEX6,UNKNOWN,ORPHA:772
8799,PEX11B,UNKNOWN,ORPHA:772
5830,PEX5,UNKNOWN,ORPHA:772
5189,PEX1,UNKNOWN,ORPHA:772
5193,PEX12,UNKNOWN,ORPHA:772
5194,PEX13,UNKNOWN,ORPHA:772
5195,PEX14,UNKNOWN,ORPHA:772
5192,PEX10,UNKNOWN,ORPHA:772
149233,IL23R,UNKNOWN,ORPHA:771
64127,NOD2,UNKNOWN,ORPHA:771
3663,IRF5,UNKNOWN,ORPHA:771
5243,ABCB1,UNKNOWN,ORPHA:771
5771,PTPN2,UNKNOWN,ORPHA:771
2658,GDF2,UNKNOWN,ORPHA:774
94,ACVRL1,UNKNOWN,ORPHA:774
4089,SMAD4,UNKNOWN,ORPHA:774
2022,ENG,UNKNOWN,ORPHA:774
3321,IGSF3,UNKNOWN,ORPHA:451612
5264,PHYH,UNKNOWN,ORPHA:773
5191,PEX7,UNKNOWN,ORPHA:773
2218,FKTN,UNKNOWN,ORPHA:206554
10273,STUB1,UNKNOWN,ORPHA:412057
3643,INSR,UNKNOWN,ORPHA:769
1280,COL2A1,UNKNOWN,ORPHA:166011
5313,PKLR,UNKNOWN,ORPHA:766
29954,POMT2,UNKNOWN,ORPHA:206559
4860,PNP,UNKNOWN,ORPHA:760
10715,CERS1,UNKNOWN,ORPHA:424027
1513,CTSK,UNKNOWN,ORPHA:763
5859,QARS1,UNKNOWN,ORPHA:404437
3798,KIF5A,UNKNOWN,ORPHA:324611
5167,ENPP1,UNKNOWN,ORPHA:758
368,ABCC6,UNKNOWN,ORPHA:758
2131,EXT1,UNKNOWN,ORPHA:55880
1756,DMD,UNKNOWN,ORPHA:206546
367,AR,UNKNOWN,ORPHA:99429
6716,SRD5A2,UNKNOWN,ORPHA:753
203859,ANO5,UNKNOWN,ORPHA:206549
374654,KIF7,UNKNOWN,ORPHA:166024
25792,CIZ1,UNKNOWN,ORPHA:420492
81848,SPRY4,UNKNOWN,ORPHA:363494
4254,KITLG,UNKNOWN,ORPHA:363494
3071,NCKAP1L,UNKNOWN,ORPHA:619953
200576,PIKFYVE,UNKNOWN,ORPHA:98970
176,ACAN,UNKNOWN,ORPHA:93283
6399,TRAPPC2,UNKNOWN,ORPHA:93284
9060,PAPSS2,UNKNOWN,ORPHA:93282
6309,SC5D,UNKNOWN,ORPHA:46059
7293,TNFRSF4,UNKNOWN,ORPHA:431149
5631,PRPS1,UNKNOWN,ORPHA:411543
4166,CHST6,UNKNOWN,ORPHA:98969
8842,PROM1,UNKNOWN,ORPHA:827
5961,PRPH2,UNKNOWN,ORPHA:827
6785,ELOVL4,UNKNOWN,ORPHA:827
24,ABCA4,UNKNOWN,ORPHA:827
54714,CNGB3,UNKNOWN,ORPHA:827
2778,GNAS,UNKNOWN,ORPHA:93276
811,CALR,UNKNOWN,ORPHA:824
4352,MPL,UNKNOWN,ORPHA:824
3717,JAK2,UNKNOWN,ORPHA:824
54790,TET2,UNKNOWN,ORPHA:824
2778,GNAS,UNKNOWN,ORPHA:93277
29914,UBIAD1,UNKNOWN,ORPHA:98967
2261,FGFR3,UNKNOWN,ORPHA:93274
3106,HLA-B,UNKNOWN,ORPHA:825
7045,TGFBI,UNKNOWN,ORPHA:98961
7174,TPP2,UNKNOWN,ORPHA:444463
51816,ADA2,UNKNOWN,ORPHA:820
7045,TGFBI,UNKNOWN,ORPHA:98962
7045,TGFBI,UNKNOWN,ORPHA:98963
2038,EPB42,UNKNOWN,ORPHA:822
6521,SLC4A1,UNKNOWN,ORPHA:822
6710,SPTB,UNKNOWN,ORPHA:822
6708,SPTA1,UNKNOWN,ORPHA:822
286,ANK1,UNKNOWN,ORPHA:822
7045,TGFBI,UNKNOWN,ORPHA:98964
1280,COL2A1,UNKNOWN,ORPHA:93279
8604,SLC25A12,UNKNOWN,ORPHA:353217
64324,NSD1,UNKNOWN,ORPHA:821
29072,SETD2,UNKNOWN,ORPHA:821
10297,APC2,UNKNOWN,ORPHA:821
7045,TGFBI,UNKNOWN,ORPHA:98960
79659,DYNC2H1,UNKNOWN,ORPHA:93270
55112,DYNC2I1,UNKNOWN,ORPHA:93271
57560,IFT80,UNKNOWN,ORPHA:93271
57539,WDR35,UNKNOWN,ORPHA:93271
79659,DYNC2H1,UNKNOWN,ORPHA:93271
89891,DYNC2I2,UNKNOWN,ORPHA:93271
8626,TP63,UNKNOWN,ORPHA:1072
1892,ECHS1,UNKNOWN,ORPHA:653880
613,BCR,UNKNOWN,ORPHA:261330
1399,CRKL,UNKNOWN,ORPHA:261330
5594,MAPK1,UNKNOWN,ORPHA:261330
1499,CTNNB1,UNKNOWN,ORPHA:569248
2632,GBE1,UNKNOWN,ORPHA:308638
4893,NRAS,UNKNOWN,ORPHA:411533
673,BRAF,UNKNOWN,ORPHA:411533
224,ALDH3A2,UNKNOWN,ORPHA:816
5631,PRPS1,UNKNOWN,ORPHA:411536
2314,FLII,UNKNOWN,ORPHA:819
23096,IQSEC2,UNKNOWN,ORPHA:819
10743,RAI1,UNKNOWN,ORPHA:819
10522,DEAF1,UNKNOWN,ORPHA:819
1717,DHCR7,UNKNOWN,ORPHA:818
3850,KRT3,UNKNOWN,ORPHA:98954
3859,KRT12,UNKNOWN,ORPHA:98954
4758,NEU1,UNKNOWN,ORPHA:812
7045,TGFBI,UNKNOWN,ORPHA:98956
4070,TACSTD2,UNKNOWN,ORPHA:98957
26146,TRAF3IP1,UNKNOWN,ORPHA:93269
4750,NEK1,UNKNOWN,ORPHA:93269
79659,DYNC2H1,UNKNOWN,ORPHA:93269
63982,ANO3,UNKNOWN,ORPHA:420485
134218,DNAJC21,UNKNOWN,ORPHA:811
79631,EFL1,UNKNOWN,ORPHA:811
51119,SBDS,UNKNOWN,ORPHA:811
6729,SRP54,UNKNOWN,ORPHA:811
57560,IFT80,UNKNOWN,ORPHA:93268
55764,IFT122,UNKNOWN,ORPHA:93268
2313,FLI1,UNKNOWN,ORPHA:851
7259,TSPYL1,UNKNOWN,ORPHA:168593
2261,FGFR3,UNKNOWN,ORPHA:93262
84433,CARD11,UNKNOWN,ORPHA:619972
2263,FGFR2,UNKNOWN,ORPHA:93260
56992,KIF15,UNKNOWN,ORPHA:261323
1738,DLD,UNKNOWN,ORPHA:2394
9630,GNA14,UNKNOWN,ORPHA:1063
1277,COL1A1,UNKNOWN,ORPHA:216796
1278,COL1A2,UNKNOWN,ORPHA:216796
51360,MBTPS2,UNKNOWN,ORPHA:216796
9871,SEC24D,UNKNOWN,ORPHA:216796
5034,P4HB,UNKNOWN,ORPHA:216796
81689,ISCA1,UNKNOWN,ORPHA:569274
2632,GBE1,UNKNOWN,ORPHA:308621
6773,STAT2,UNKNOWN,ORPHA:431166
3455,IFNAR2,UNKNOWN,ORPHA:431166
6297,SALL2,UNKNOWN,ORPHA:98947
5080,PAX6,UNKNOWN,ORPHA:98947
10058,ABCB6,UNKNOWN,ORPHA:98947
7855,FZD5,UNKNOWN,ORPHA:98947
9927,MFN2,UNKNOWN,ORPHA:2398
412,STS,UNKNOWN,ORPHA:281090
3674,ITGA2B,UNKNOWN,ORPHA:849
3690,ITGB3,UNKNOWN,ORPHA:849
9948,WDR1,UNKNOWN,ORPHA:652522
341640,FREM2,UNKNOWN,ORPHA:98949
2260,FGFR1,UNKNOWN,ORPHA:2396
3845,KRAS,UNKNOWN,ORPHA:2396
5080,PAX6,UNKNOWN,ORPHA:1065
3708,ITPR1,UNKNOWN,ORPHA:1065
6297,SALL2,UNKNOWN,ORPHA:98943
5080,PAX6,UNKNOWN,ORPHA:98943
10058,ABCB6,UNKNOWN,ORPHA:98943
7855,FZD5,UNKNOWN,ORPHA:98943
4143,MAT1A,UNKNOWN,ORPHA:168598
71,ACTG1,UNKNOWN,ORPHA:98944
6297,SALL2,UNKNOWN,ORPHA:98944
5080,PAX6,UNKNOWN,ORPHA:98944
10058,ABCB6,UNKNOWN,ORPHA:98944
7855,FZD5,UNKNOWN,ORPHA:98944
6297,SALL2,UNKNOWN,ORPHA:98945
5080,PAX6,UNKNOWN,ORPHA:98945
10058,ABCB6,UNKNOWN,ORPHA:98945
7855,FZD5,UNKNOWN,ORPHA:98945
3702,ITK,UNKNOWN,ORPHA:538963
6297,SALL2,UNKNOWN,ORPHA:98946
5080,PAX6,UNKNOWN,ORPHA:98946
10058,ABCB6,UNKNOWN,ORPHA:98946
7855,FZD5,UNKNOWN,ORPHA:98946
546,ATRX,UNKNOWN,ORPHA:847
2260,FGFR1,UNKNOWN,ORPHA:93258
2263,FGFR2,UNKNOWN,ORPHA:93258
3815,KIT,UNKNOWN,ORPHA:842
2263,FGFR2,UNKNOWN,ORPHA:93259
3872,KRT17,UNKNOWN,ORPHA:841
4780,NFE2L2,UNKNOWN,ORPHA:619979
2332,FMR1,UNKNOWN,ORPHA:93256
71,ACTG1,UNKNOWN,ORPHA:98942
6297,SALL2,UNKNOWN,ORPHA:98942
5080,PAX6,UNKNOWN,ORPHA:98942
10058,ABCB6,UNKNOWN,ORPHA:98942
7855,FZD5,UNKNOWN,ORPHA:98942
970,CD70,UNKNOWN,ORPHA:538958
673,BRAF,UNKNOWN,ORPHA:840
26229,B3GAT3,UNKNOWN,ORPHA:284139
3123,HLA-DRB1,UNKNOWN,ORPHA:284130
2313,FLI1,UNKNOWN,ORPHA:248340
9184,BUB3,UNKNOWN,ORPHA:1052
699,BUB1,UNKNOWN,ORPHA:1052
9702,CEP57,UNKNOWN,ORPHA:1052
9319,TRIP13,UNKNOWN,ORPHA:1052
701,BUB1B,UNKNOWN,ORPHA:1052
1759,DNM1,UNKNOWN,ORPHA:2382
2562,GABRB3,UNKNOWN,ORPHA:2382
5602,MAPK10,UNKNOWN,ORPHA:2382
773,CACNA1A,UNKNOWN,ORPHA:2382
6323,SCN1A,UNKNOWN,ORPHA:2382
23316,CUX2,UNKNOWN,ORPHA:2382
1106,CHD2,UNKNOWN,ORPHA:2382
1280,COL2A1,UNKNOWN,ORPHA:2380
7010,TEK,UNKNOWN,ORPHA:1059
136371,ASB10,UNKNOWN,ORPHA:353225
1545,CYP1B1,UNKNOWN,ORPHA:353225
134430,WDR36,UNKNOWN,ORPHA:353225
4909,NTF4,UNKNOWN,ORPHA:353225
10133,OPTN,UNKNOWN,ORPHA:353225
23230,VPS13A,UNKNOWN,ORPHA:2388
4868,NPHS1,UNKNOWN,ORPHA:839
5333,PLCD1,UNKNOWN,ORPHA:2387
6657,SOX2,UNKNOWN,ORPHA:98938
9573,GDF3,UNKNOWN,ORPHA:98938
64220,STRA6,UNKNOWN,ORPHA:98938
6469,SHH,UNKNOWN,ORPHA:98938
30062,RAX,UNKNOWN,ORPHA:98938
55714,TENM3,UNKNOWN,ORPHA:98938
5015,OTX2,UNKNOWN,ORPHA:98938
338917,VSX2,UNKNOWN,ORPHA:98938
5950,RBP4,UNKNOWN,ORPHA:98938
392255,GDF6,UNKNOWN,ORPHA:98938
220,ALDH1A3,UNKNOWN,ORPHA:98938
10058,ABCB6,UNKNOWN,ORPHA:98938
64840,PORCN,UNKNOWN,ORPHA:98938
4990,SIX6,UNKNOWN,ORPHA:98938
133396,IL31RA,UNKNOWN,ORPHA:353220
9180,OSMR,UNKNOWN,ORPHA:353220
2050,EPHB4,UNKNOWN,ORPHA:1053
27235,COQ2,UNKNOWN,ORPHA:98933
57338,JPH3,UNKNOWN,ORPHA:98934
79731,NARS2,UNKNOWN,ORPHA:444458
5019,OXCT1,UNKNOWN,ORPHA:832
3590,IL11RA,UNKNOWN,ORPHA:284149
9512,PMPCB,UNKNOWN,ORPHA:569290
23299,BICD2,UNKNOWN,ORPHA:363454
57094,CPA6,UNKNOWN,ORPHA:163717
4318,MMP9,UNKNOWN,ORPHA:1040
4322,MMP13,UNKNOWN,ORPHA:1040
2632,GBE1,UNKNOWN,ORPHA:308684
440275,EIF2AK4,UNKNOWN,ORPHA:31837
659,BMPR2,UNKNOWN,ORPHA:31837
9927,MFN2,UNKNOWN,ORPHA:64751
4803,NGF,UNKNOWN,ORPHA:64752
4914,NTRK1,UNKNOWN,ORPHA:64752
116442,RAB39B,UNKNOWN,ORPHA:2379
27286,SRPX2,UNKNOWN,ORPHA:163721
2903,GRIN2A,UNKNOWN,ORPHA:163721
23533,PIK3R5,UNKNOWN,ORPHA:64753
23064,SETX,UNKNOWN,ORPHA:64753
26353,HSPB8,UNKNOWN,ORPHA:476093
64327,LMBR1,UNKNOWN,ORPHA:2378
91754,NEK9,UNKNOWN,ORPHA:64754
10908,PNPLA6,UNKNOWN,ORPHA:2377
60,ACTB,UNKNOWN,ORPHA:64755
1832,DSP,UNKNOWN,ORPHA:476096
23345,SYNE1,UNKNOWN,ORPHA:319332
2937,GSS,UNKNOWN,ORPHA:289849
55997,CFC1,UNKNOWN,ORPHA:216729
79228,THOC6,UNKNOWN,ORPHA:363444
4068,SH2D1A,UNKNOWN,ORPHA:538931
331,XIAP,UNKNOWN,ORPHA:538934
2632,GBE1,UNKNOWN,ORPHA:308670
2937,GSS,UNKNOWN,ORPHA:289846
57465,TBC1D24,UNKNOWN,ORPHA:163727
11149,BVES,UNKNOWN,ORPHA:476084
2263,FGFR2,UNKNOWN,ORPHA:2363
2261,FGFR3,UNKNOWN,ORPHA:2363
2255,FGF10,UNKNOWN,ORPHA:2363
54757,FAM20A,UNKNOWN,ORPHA:1031
388015,RTL1,UNKNOWN,ORPHA:96334
8788,DLK1,UNKNOWN,ORPHA:96334
55384,MEG3,UNKNOWN,ORPHA:96334
2703,GJA8,UNKNOWN,ORPHA:98994
1419,CRYGB,UNKNOWN,ORPHA:98994
4047,LSS,UNKNOWN,ORPHA:98994
10857,PGRMC1,UNKNOWN,ORPHA:98994
3299,HSF4,UNKNOWN,ORPHA:98994
221496,LEMD2,UNKNOWN,ORPHA:98994
55750,AGK,UNKNOWN,ORPHA:98994
1409,CRYAA,UNKNOWN,ORPHA:98994
1415,CRYBB2,UNKNOWN,ORPHA:98994
3982,LIM2,UNKNOWN,ORPHA:98994
4810,NHS,UNKNOWN,ORPHA:98994
23268,DNMBP,UNKNOWN,ORPHA:98994
23094,SIPA1L3,UNKNOWN,ORPHA:98994
1969,EPHA2,UNKNOWN,ORPHA:98994
79443,FYCO1,UNKNOWN,ORPHA:98994
4284,MIP,UNKNOWN,ORPHA:98994
2651,GCNT2,UNKNOWN,ORPHA:98994
1421,CRYGD,UNKNOWN,ORPHA:98990
2703,GJA8,UNKNOWN,ORPHA:98991
1411,CRYBA1,UNKNOWN,ORPHA:98991
2700,GJA3,UNKNOWN,ORPHA:98991
1412,CRYBA2,UNKNOWN,ORPHA:98991
1417,CRYBB3,UNKNOWN,ORPHA:98991
1409,CRYAA,UNKNOWN,ORPHA:98991
1415,CRYBB2,UNKNOWN,ORPHA:98991
1414,CRYBB1,UNKNOWN,ORPHA:98991
4810,NHS,UNKNOWN,ORPHA:98991
1420,CRYGC,UNKNOWN,ORPHA:98991
1421,CRYGD,UNKNOWN,ORPHA:98991
631,BFSP1,UNKNOWN,ORPHA:98991
1969,EPHA2,UNKNOWN,ORPHA:98991
1410,CRYAB,UNKNOWN,ORPHA:98991
79443,FYCO1,UNKNOWN,ORPHA:98991
4284,MIP,UNKNOWN,ORPHA:98991
146862,UNC45B,UNKNOWN,ORPHA:98991
7466,WFS1,UNKNOWN,ORPHA:98991
51322,WAC,UNKNOWN,ORPHA:284169
1411,CRYBA1,UNKNOWN,ORPHA:98993
2700,GJA3,UNKNOWN,ORPHA:98993
1969,EPHA2,UNKNOWN,ORPHA:98993
1410,CRYAB,UNKNOWN,ORPHA:98993
128866,CHMP4B,UNKNOWN,ORPHA:98993
5309,PITX3,UNKNOWN,ORPHA:98993
4284,MIP,UNKNOWN,ORPHA:98993
55229,PANK4,UNKNOWN,ORPHA:98993
785,CACNB4,UNKNOWN,ORPHA:211067
275,AMT,UNKNOWN,ORPHA:289857
2731,GLDC,UNKNOWN,ORPHA:289857
2653,GCSH,UNKNOWN,ORPHA:289857
5618,PRLR,UNKNOWN,ORPHA:397685
10735,STAG2,UNKNOWN,ORPHA:521258
196527,ANO6,UNKNOWN,ORPHA:806
5727,PTCH1,UNKNOWN,ORPHA:2353
3458,IFNG,UNKNOWN,ORPHA:805
7248,TSC1,UNKNOWN,ORPHA:805
7249,TSC2,UNKNOWN,ORPHA:805
545,ATR,UNKNOWN,ORPHA:808
1062,CENPE,UNKNOWN,ORPHA:808
5116,PCNT,UNKNOWN,ORPHA:808
5932,RBBP8,UNKNOWN,ORPHA:808
79902,NUP85,UNKNOWN,ORPHA:808
84126,ATRIP,UNKNOWN,ORPHA:808
55835,CENPJ,UNKNOWN,ORPHA:808
10293,TRAIP,UNKNOWN,ORPHA:808
1763,DNA2,UNKNOWN,ORPHA:808
22995,CEP152,UNKNOWN,ORPHA:808
10733,PLK4,UNKNOWN,ORPHA:808
51256,TBC1D7,UNKNOWN,ORPHA:268920
5663,PSEN1,UNKNOWN,ORPHA:1020
5664,PSEN2,UNKNOWN,ORPHA:1020
10452,TOMM40,UNKNOWN,ORPHA:1020
351,APP,UNKNOWN,ORPHA:1020
54209,TREM2,UNKNOWN,ORPHA:1020
10347,ABCA7,UNKNOWN,ORPHA:1020
6653,SORL1,UNKNOWN,ORPHA:1020
1836,SLC26A2,UNKNOWN,ORPHA:93298
5133,PDCD1,UNKNOWN,ORPHA:802
79722,ANKRD55,UNKNOWN,ORPHA:802
3119,HLA-DQB1,UNKNOWN,ORPHA:802
7132,TNFRSF1A,UNKNOWN,ORPHA:802
3123,HLA-DRB1,UNKNOWN,ORPHA:802
100133941,CD24,UNKNOWN,ORPHA:802
1419,CRYGB,UNKNOWN,ORPHA:98988
1412,CRYBA2,UNKNOWN,ORPHA:98988
1417,CRYBB3,UNKNOWN,ORPHA:98988
1409,CRYAA,UNKNOWN,ORPHA:98988
9321,TRIP11,UNKNOWN,ORPHA:93299
5327,PLAT,UNKNOWN,ORPHA:64738
2147,F2,UNKNOWN,ORPHA:64738
5624,PROC,UNKNOWN,ORPHA:64738
8858,PROZ,UNKNOWN,ORPHA:64738
4524,MTHFR,UNKNOWN,ORPHA:64738
2153,F5,UNKNOWN,ORPHA:64738
10544,PROCR,UNKNOWN,ORPHA:64738
51156,SERPINA10,UNKNOWN,ORPHA:64738
2161,F12,UNKNOWN,ORPHA:64738
5627,PROS1,UNKNOWN,ORPHA:64738
4094,MAF,UNKNOWN,ORPHA:98989
1415,CRYBB2,UNKNOWN,ORPHA:98989
4284,MIP,UNKNOWN,ORPHA:98989
1421,CRYGD,UNKNOWN,ORPHA:98989
1280,COL2A1,UNKNOWN,ORPHA:93296
2492,FSHR,UNKNOWN,ORPHA:64739
1280,COL2A1,UNKNOWN,ORPHA:93297
25978,CHMP2B,UNKNOWN,ORPHA:803
3178,HNRNPA1,UNKNOWN,ORPHA:803
8148,TAF15,UNKNOWN,ORPHA:803
5445,PON2,UNKNOWN,ORPHA:803
9217,VAPB,UNKNOWN,ORPHA:803
8878,SQSTM1,UNKNOWN,ORPHA:803
5630,PRPH,UNKNOWN,ORPHA:803
29110,TBK1,UNKNOWN,ORPHA:803
55830,GLT8D1,UNKNOWN,ORPHA:803
755,CFAP410,UNKNOWN,ORPHA:803
10891,PPARGC1A,UNKNOWN,ORPHA:803
6647,SOD1,UNKNOWN,ORPHA:803
10133,OPTN,UNKNOWN,ORPHA:803
1639,DCTN1,UNKNOWN,ORPHA:803
9896,FIG4,UNKNOWN,ORPHA:803
5444,PON1,UNKNOWN,ORPHA:803
5446,PON3,UNKNOWN,ORPHA:803
4744,NEFH,UNKNOWN,ORPHA:803
5216,PFN1,UNKNOWN,ORPHA:803
9782,MATR3,UNKNOWN,ORPHA:803
54209,TREM2,UNKNOWN,ORPHA:803
7415,VCP,UNKNOWN,ORPHA:803
283,ANG,UNKNOWN,ORPHA:803
23435,TARDBP,UNKNOWN,ORPHA:803
29978,UBQLN2,UNKNOWN,ORPHA:803
2733,GLE1,UNKNOWN,ORPHA:803
2521,FUS,UNKNOWN,ORPHA:803
4750,NEK1,UNKNOWN,ORPHA:803
2043,EPHA4,UNKNOWN,ORPHA:803
6311,ATXN2,UNKNOWN,ORPHA:803
1610,DAO,UNKNOWN,ORPHA:803
2066,ERBB4,UNKNOWN,ORPHA:803
311,ANXA11,UNKNOWN,ORPHA:803
23025,UNC13A,UNKNOWN,ORPHA:803
899,CCNF,UNKNOWN,ORPHA:803
400916,CHCHD10,UNKNOWN,ORPHA:803
2703,GJA8,UNKNOWN,ORPHA:98984
4094,MAF,UNKNOWN,ORPHA:98984
2700,GJA3,UNKNOWN,ORPHA:98984
8419,BFSP2,UNKNOWN,ORPHA:98984
1415,CRYBB2,UNKNOWN,ORPHA:98984
1414,CRYBB1,UNKNOWN,ORPHA:98984
7431,VIM,UNKNOWN,ORPHA:98984
1420,CRYGC,UNKNOWN,ORPHA:98984
1421,CRYGD,UNKNOWN,ORPHA:98984
2703,GJA8,UNKNOWN,ORPHA:98985
1411,CRYBA1,UNKNOWN,ORPHA:98985
8419,BFSP2,UNKNOWN,ORPHA:98985
1415,CRYBB2,UNKNOWN,ORPHA:98985
4284,MIP,UNKNOWN,ORPHA:98985
1427,CRYGS,UNKNOWN,ORPHA:98985
3339,HSPG2,UNKNOWN,ORPHA:800
54820,NDE1,UNKNOWN,ORPHA:443162
5546,PRCC,UNKNOWN,ORPHA:319308
7942,TFEB,UNKNOWN,ORPHA:319308
4841,NONO,UNKNOWN,ORPHA:319308
7030,TFE3,UNKNOWN,ORPHA:319308
1213,CLTC,UNKNOWN,ORPHA:319308
6421,SFPQ,UNKNOWN,ORPHA:319308
